Term,29c23697-0a63-493b-9ced-500612046e42,41ee531a-8d45-4067-8c0a-58e50eac58e7,5a739736-7a03-431e-8536-248d5f5eb218,4e4b68e7-e9f8-406a-b477-297d781fa67d,910bab8a-7927-4b42-9b62-b709ea0b7823,cd8531c9-894e-4e9d-bbc9-8471b99c11e3,a57303f3-c5ef-4418-ba3f-fde8e1596e03,8aa78510-515b-489f-9ecb-89e100f370d1,eed2c0ed-ca64-4bf3-b811-2c277b39e82b,33497299-202e-4799-bc63-a3bcf11c4c2a,
très,0,0,0,0,0,0,0,0,1,0,
crack’d,0,0,0,0,0,0,0,1,0,0,
demands”,0,0,0,0,0,0,1,0,0,0,
tilts,0,0,1,0,0,1,0,0,0,0,
condemns,0,1,0,0,0,0,0,0,0,0,
critical,1,1,1,1,1,1,1,1,1,1,
restrain’st,0,0,0,0,0,0,1,0,0,0,
countess,0,1,0,0,0,0,0,0,0,0,
haven—,0,0,0,0,1,0,0,0,0,0,
guarded,1,1,0,1,0,0,1,1,1,0,
inducement,0,1,0,0,0,0,0,0,0,0,
shunless,0,0,0,0,0,0,1,0,0,0,
declining,1,0,0,0,1,0,0,0,0,0,
englishwoman,0,0,0,0,0,0,0,0,1,0,
concealments,0,0,0,1,0,0,0,0,0,0,
hinges,1,0,0,0,0,0,0,0,0,0,
jurement,0,0,0,0,0,0,0,0,1,0,
kill’d,0,0,0,0,0,1,0,1,1,1,
editors,0,0,1,0,0,0,0,0,0,0,
introduction,1,0,0,0,0,0,0,0,0,0,
archibald,0,0,0,1,0,0,0,0,0,0,
annals,0,0,0,0,0,0,1,0,0,0,
cursing,1,1,0,0,0,0,1,0,0,0,
revenge,1,1,1,1,0,1,1,1,1,1,
intemperance,1,0,0,1,0,0,0,0,0,0,
revengd,1,0,0,1,0,0,0,0,0,0,
heavily,1,1,1,0,0,0,0,0,0,0,
gingerbread,0,0,0,1,0,0,0,0,0,0,
overtook,1,0,0,0,0,0,0,0,0,0,
confession,1,0,1,0,0,1,0,0,0,0,
third,1,1,1,1,1,1,1,1,1,1,
kingly,1,1,0,0,1,0,1,0,1,0,
further,1,1,1,1,1,1,1,1,1,1,
now—what’s,0,0,0,0,0,0,0,0,0,1,
demands,1,0,0,0,1,0,0,0,1,0,
cheerless,0,0,0,0,0,0,0,1,0,0,
dearest,1,1,0,1,1,1,1,1,0,1,
mischances,0,0,1,0,0,0,0,0,0,0,
contracted,1,0,0,1,0,0,0,1,0,0,
underline,0,0,0,1,0,0,0,0,0,0,
trebles,0,1,0,0,0,0,0,0,0,0,
braz’d,0,0,0,0,0,0,0,1,0,0,
bosoms—this,0,1,0,0,0,0,0,0,0,0,
den,0,0,0,0,0,0,0,0,1,0,
viewing,1,1,1,1,1,1,1,1,1,1,
des,0,0,0,0,0,0,0,0,1,0,
dew,1,1,0,0,0,1,0,0,1,1,
crisp,0,0,0,1,0,0,0,0,0,0,
servitude,0,0,0,0,0,0,0,0,1,0,
carefully,1,0,0,0,0,0,0,0,1,1,
going,1,1,1,1,1,1,1,1,0,1,
shock,0,1,0,1,0,0,0,0,1,0,
strew,1,0,0,0,0,1,1,0,0,0,
whipped,1,0,0,0,1,0,1,1,1,0,
flocks,0,0,0,1,0,0,0,0,0,0,
folios,0,0,1,0,0,0,0,0,0,0,
lookeron,0,1,0,0,0,0,0,0,0,0,
rouse88,1,0,0,0,0,0,0,0,0,0,
recorders99let,1,0,0,0,0,0,0,0,0,0,
exalts,1,0,0,0,0,0,0,0,0,0,
treatment,1,1,1,1,1,1,1,1,1,1,
pay”,0,0,0,0,0,0,0,0,1,0,
compare,1,1,1,0,0,1,0,0,0,0,
behove,1,0,0,0,0,0,0,0,0,0,
bodies,1,1,0,1,1,1,1,1,1,1,
virtues,1,0,1,0,0,1,1,1,0,0,
choosing,0,0,1,0,0,0,0,0,0,0,
bounding,0,0,0,1,0,0,0,0,0,0,
espials,1,0,0,0,0,0,0,0,0,0,
earldom—,0,1,0,0,0,0,0,0,0,0,
unlike,0,0,0,1,1,0,1,0,0,1,
surfeiter,0,0,0,0,1,0,0,0,0,0,
slackness—canidius,0,0,0,0,1,0,0,0,0,0,
usurp’d,0,0,0,0,0,0,0,1,1,0,
business,1,1,1,1,1,1,1,1,1,1,
surfeited,0,0,0,1,0,0,0,0,0,1,
lucius,0,0,0,0,1,0,0,0,0,0,
ground42,1,0,0,0,0,0,0,0,0,0,
partly,0,1,1,1,1,1,1,0,1,1,
shoes,1,0,1,0,0,1,1,1,1,0,
constrained,0,0,0,0,1,0,0,0,0,0,
countervail,0,0,0,0,0,1,0,0,0,0,
sir”—plague,0,0,0,0,0,0,1,0,0,0,
taught,1,1,1,1,1,0,0,0,0,0,
premeditated,0,0,0,0,0,0,0,0,1,0,
grumble,0,0,0,0,0,0,0,1,0,0,
finical,0,0,0,0,0,0,0,1,0,0,
hardiment,0,0,0,1,0,0,0,0,0,0,
maximum,1,1,1,1,1,1,1,1,1,1,
borrow,0,0,0,0,1,1,0,1,0,1,
desert,1,1,1,0,0,0,1,1,1,0,
iihall,1,0,0,0,0,0,0,0,0,0,
did,1,1,1,1,1,1,1,1,1,1,
quarter,0,0,0,1,1,1,0,0,1,1,
die,1,1,1,1,1,1,1,1,1,1,
oerstep,1,0,0,0,0,0,0,0,0,0,
dig,1,0,0,0,0,0,0,0,0,0,
happiest,0,0,0,1,0,0,0,0,0,0,
upping,0,0,0,1,0,0,0,0,0,0,
din,0,0,0,0,1,0,1,0,0,0,
dim,0,0,0,0,0,1,0,0,0,0,
ground77,1,0,0,0,0,0,0,0,0,0,
dip,1,0,0,0,0,0,0,0,0,0,
dangerously,0,0,0,0,0,0,1,0,0,0,
bacchus,0,0,0,0,1,0,0,0,0,0,
dit,0,0,0,0,0,0,0,0,1,0,
murd’ring,0,1,0,0,0,0,0,0,0,0,
lieutenantgeneral,0,0,0,0,1,0,0,0,0,0,
forgotten,1,0,1,1,1,0,0,0,0,0,
evils,1,1,0,0,1,0,0,0,0,1,
molten,0,0,0,1,0,0,0,1,0,0,
comparewere,1,0,0,0,0,0,0,0,0,0,
baas,0,0,0,0,0,0,1,0,0,0,
brows,1,1,0,0,0,1,1,1,0,0,
sumptuous,0,0,0,1,0,0,0,0,0,0,
seasons,0,1,0,1,0,0,0,1,0,0,
stray,0,0,1,0,1,0,0,1,1,0,
chartered,0,0,0,0,0,0,0,0,1,0,
journey,0,0,1,0,1,1,1,1,0,1,
suiting,1,0,0,0,0,0,0,0,0,0,
for’t—eros,0,0,0,0,1,0,0,0,0,0,
finally,1,0,1,0,0,0,0,0,0,0,
remained,0,0,1,0,0,0,0,0,0,0,
ethiop’s,0,0,0,0,0,1,0,0,0,0,
brown,0,0,0,1,1,0,1,1,0,0,
publicly,0,1,0,0,1,0,0,0,0,0,
straw,0,1,0,0,0,0,0,1,0,0,
hideous,1,1,0,0,0,1,0,1,0,1,
casque,0,0,0,0,0,0,1,0,0,0,
laced,0,0,1,0,0,0,0,0,0,0,
mind’s,0,0,0,0,0,0,0,1,0,0,
acceptance,0,0,0,0,0,0,1,0,1,1,
langage,0,0,0,0,0,0,0,0,1,0,
whipp’st,0,0,0,0,0,0,0,1,0,0,
lolls,0,0,0,0,0,0,0,0,0,1,
excursions,0,1,0,1,0,0,0,0,1,0,
expiration,0,0,0,0,0,0,0,1,0,0,
inoculate,1,0,0,0,0,0,0,0,0,0,
deserving,0,0,0,0,1,0,1,1,0,1,
condemn’d,0,0,0,0,0,0,0,1,0,0,
truant,1,0,1,1,0,0,0,0,0,0,
distract,1,0,0,0,1,0,0,1,0,1,
palate,0,0,0,0,1,0,1,0,0,1,
courtezan,0,0,0,0,0,0,0,1,0,0,
humours,1,0,0,1,0,1,0,0,1,1,
mace,0,0,0,0,0,0,0,0,1,0,
cashier’d,0,0,0,0,0,0,0,0,0,1,
back,1,1,1,1,1,1,1,1,1,1,
heavier,0,1,0,0,0,0,0,0,0,0,
masterleaver,0,0,0,0,1,0,0,0,0,0,
heeded,0,0,0,0,1,0,0,0,0,0,
states,1,1,1,1,1,1,1,1,1,1,
ground94,1,0,0,0,0,0,0,0,0,0,
pales,0,0,0,0,1,0,0,0,1,0,
foppish,0,0,0,0,0,0,0,1,0,0,
sheets,0,0,0,0,1,0,0,1,1,1,
pound,0,0,1,1,0,0,1,0,0,0,
pewfellow,0,1,0,0,0,0,0,0,0,0,
company,0,1,1,1,1,1,1,1,1,1,
thomas,0,1,0,1,0,0,0,0,1,0,
equinox,0,0,0,0,0,0,0,0,0,1,
crazed,0,1,0,0,0,0,0,0,0,0,
unyoke,1,0,0,0,0,0,0,0,0,0,
unyokd,0,0,0,1,0,0,0,0,0,0,
eruptions,0,0,0,1,0,0,0,0,0,0,
length,1,1,1,0,1,0,1,1,0,0,
king57,1,0,0,0,0,0,0,0,0,0,
concerns,0,0,1,0,1,0,0,0,1,1,
babe,0,1,1,0,0,1,0,1,0,0,
victoress,0,1,0,0,0,0,0,0,0,0,
deared,0,0,0,0,1,0,0,0,0,0,
flow’ring,0,0,0,0,0,0,0,0,1,0,
baby,1,0,0,0,1,0,1,0,0,0,
general—and,0,0,0,0,0,0,1,0,0,0,
knots,0,0,1,0,0,0,0,1,0,0,
ludicrous,1,0,0,0,0,0,0,0,0,0,
showing,1,0,1,0,0,0,1,0,1,0,
dearer,0,0,1,1,0,1,1,1,0,0,
ebony,1,0,0,0,0,0,0,0,0,0,
quinta,0,0,1,0,0,0,0,0,0,0,
unwashd,0,0,0,1,0,0,0,0,0,0,
armies,0,0,0,1,1,0,1,0,0,0,
antoniad,0,0,0,0,1,0,0,0,0,0,
rememberest,0,0,0,0,0,0,0,1,0,0,
curst,0,1,1,0,0,0,0,1,0,0,
attempt,0,1,0,1,0,1,1,0,0,1,
drapery,1,0,0,0,0,0,0,0,0,0,
even’d,0,0,0,0,0,0,0,0,0,1,
thick,1,0,0,0,1,0,0,1,0,0,
cadent,0,0,0,0,0,0,0,1,0,0,
tiles,1,0,0,0,0,0,0,0,0,0,
dissentious,0,1,0,0,0,0,1,0,0,0,
worthies,0,0,1,0,0,0,0,0,0,0,
worthier,0,0,0,0,0,0,1,1,0,0,
balance,0,0,0,0,0,0,0,0,0,1,
rail’st,0,0,0,0,0,1,0,0,0,0,
fuming,0,0,0,0,1,0,0,0,0,0,
darst,1,0,0,0,0,0,0,0,0,0,
fools,1,1,1,1,1,1,1,1,1,1,
mastership,0,0,1,0,0,0,1,0,0,0,
kindness,1,1,1,0,1,0,1,1,1,1,
dearly,1,1,0,1,1,1,1,1,0,1,
puffd,1,0,0,0,0,0,0,0,0,0,
lying,1,0,1,1,1,0,1,1,0,0,
minding,0,0,0,0,0,0,0,0,1,0,
immaculate,0,1,1,0,0,0,0,0,0,0,
made,1,1,1,1,1,1,1,1,1,1,
statue,0,0,1,0,1,1,1,0,0,0,
affection68,1,0,0,0,0,0,0,0,0,0,
being,1,1,1,1,1,1,1,1,1,1,
yielded,0,1,0,0,1,0,1,0,0,0,
statua,0,0,1,0,0,0,0,0,0,0,
bade,1,1,1,0,1,1,0,0,1,1,
hoping,0,1,0,0,0,0,1,1,0,0,
contents,0,1,1,0,1,1,1,1,1,1,
curse,0,1,1,0,0,1,1,1,1,1,
yielder,0,0,0,1,0,0,0,0,0,0,
cursd,0,0,0,1,0,0,0,0,0,0,
doe,0,0,1,0,0,0,0,0,0,0,
cheer’d,0,0,0,0,0,0,0,0,1,0,
dog,1,1,1,1,1,1,1,1,1,1,
status,1,1,1,1,1,1,1,1,1,1,
nobility,0,1,0,1,1,0,1,0,1,1,
trading,0,0,0,1,0,0,0,0,0,0,
silenced,0,0,0,0,0,0,1,0,0,0,
imperious,1,0,1,0,1,0,0,0,0,1,
don,1,0,1,0,0,0,0,0,0,0,
bags,0,0,0,0,0,0,0,1,0,1,
thief,1,0,0,1,1,0,1,1,0,1,
dot,1,0,0,0,0,0,0,0,0,0,
pours,1,0,0,0,0,0,0,0,0,0,
you’ve,0,0,0,0,1,0,0,0,0,0,
scattered,0,1,0,1,0,0,1,0,0,0,
home—get,0,0,0,0,0,0,0,0,0,1,
known,1,1,1,1,1,1,1,1,1,1,
oracles,0,0,1,0,0,0,0,0,0,0,
stream,1,0,1,1,1,1,1,0,0,1,
brewers,0,0,0,1,0,0,0,1,0,0,
seemeth,0,1,0,0,0,0,0,0,0,0,
condemnation,0,0,0,0,0,0,0,0,1,0,
oertop,1,0,0,0,0,0,0,0,0,0,
nurse,0,1,1,0,1,1,1,1,1,0,
pristine,0,0,0,0,0,0,0,0,1,0,
crime,1,0,0,0,0,0,0,1,1,1,
affliction32,1,0,0,0,0,0,0,0,0,0,
knows,1,1,1,1,1,1,1,1,1,1,
besort,0,0,0,0,0,0,0,1,0,1,
vouchsafing,0,0,0,0,1,0,0,0,0,0,
lacks,1,0,0,0,0,1,0,1,0,1,
rottenness,1,0,0,0,0,0,0,0,0,0,
zealous,0,1,0,0,0,0,0,0,0,0,
perséver39,1,0,0,0,0,0,0,0,0,0,
foole,0,0,1,0,0,0,0,0,0,0,
foold,0,0,0,1,0,0,0,0,0,0,
computation,0,1,0,0,0,0,0,0,0,0,
dully,0,0,1,0,0,0,0,0,0,0,
ebook,1,1,1,1,1,1,1,1,1,1,
widest,1,1,1,1,1,1,1,1,1,1,
meiny,0,0,0,0,0,0,0,1,0,0,
comings,0,0,0,0,0,0,0,0,1,0,
rosaline’s,0,0,0,0,0,1,0,0,0,0,
bernardo,1,0,0,0,0,0,0,0,0,0,
lackd,1,0,0,0,0,0,0,0,0,0,
joyed,0,0,0,1,0,0,0,0,0,0,
dulls,1,0,0,0,0,0,0,0,0,0,
warlike,1,1,0,1,1,0,1,1,1,1,
darts,0,0,0,0,1,0,1,0,0,0,
lendings,0,0,0,0,0,0,0,1,0,0,
discreet,0,0,0,0,0,1,1,1,0,1,
grace’s,0,1,0,0,0,0,0,0,0,0,
bait,0,0,0,0,0,1,0,0,0,0,
mail,0,0,0,1,0,0,0,0,0,0,
attask’d,0,0,0,0,0,0,0,1,0,0,
perjured,0,1,1,0,0,0,0,0,0,0,
nourishes,0,0,0,0,1,0,0,0,0,0,
edward,1,1,0,0,0,0,0,0,1,0,
sadness,1,0,0,0,0,1,0,0,0,0,
main,1,1,1,1,1,1,1,1,1,1,
nostrils,0,0,1,0,0,0,0,0,0,0,
tithing,0,0,0,0,0,0,0,1,0,0,
maim,0,0,0,1,0,0,0,0,0,0,
mais,0,0,0,0,0,0,0,0,1,0,
salmon’s,0,0,0,0,0,0,0,0,0,1,
arrangement,0,0,1,0,0,0,0,0,0,0,
revenue,1,1,1,1,1,1,1,1,1,1,
sufficiency,0,0,0,0,0,0,0,0,0,1,
mahu,0,0,0,0,0,0,0,1,0,0,
strip,0,0,0,0,0,0,0,1,1,1,
“pitch,0,0,0,0,0,0,0,0,1,0,
strawberries,0,1,0,0,0,0,0,0,0,1,
maid,1,0,1,1,1,1,1,1,1,1,
credit,1,1,1,1,1,1,1,1,1,1,
pin’d,0,0,0,0,0,1,0,0,0,0,
cries,1,1,0,1,1,1,1,1,1,1,
brook,1,1,1,1,0,0,1,0,1,0,
tribune,0,0,0,0,0,0,1,0,0,0,
bearing,0,1,1,1,1,1,1,1,1,1,
eightyearold,0,0,0,0,0,0,1,0,0,0,
dry,1,1,1,1,0,1,1,1,0,0,
brood,1,0,0,0,0,0,1,0,0,0,
storehouse,0,0,0,0,0,0,1,0,0,0,
messengers,1,1,1,0,1,0,1,1,1,1,
permafoy,0,0,0,0,0,0,0,0,1,0,
compass,1,1,1,1,0,1,1,0,0,1,
befits,0,0,0,0,1,1,0,0,0,0,
beardsay,1,0,0,0,0,0,0,0,0,0,
axletree,0,0,0,1,0,0,0,0,0,0,
equalness,0,0,0,0,1,0,0,0,0,0,
twas,1,0,1,1,0,0,0,0,0,0,
quarrel’s,0,0,0,0,0,0,0,1,0,0,
presage,0,0,0,0,0,1,0,0,0,0,
necks,0,0,0,0,0,0,1,0,0,0,
fidelity,1,0,0,0,0,0,0,0,0,0,
tilde,0,0,0,1,0,0,0,0,0,0,
tenantless,1,0,1,0,0,0,0,0,0,0,
commended,0,0,1,0,0,0,0,0,0,0,
tway,0,0,0,0,0,0,0,0,1,0,
ball,0,0,0,1,0,1,0,0,1,0,
estridges,0,0,0,1,0,0,0,0,0,0,
bale,0,0,0,0,0,0,1,0,0,0,
usurers,0,0,0,0,0,0,1,1,0,0,
watch4,1,0,0,0,0,0,0,0,0,0,
bald,0,0,0,1,0,0,1,1,1,0,
palms,0,0,0,0,0,0,1,0,0,0,
threats,0,0,1,0,1,0,0,0,0,0,
discomposed,1,0,0,0,0,0,0,0,0,0,
promis’d,0,0,0,0,0,0,0,1,1,1,
make,1,1,1,1,1,1,1,1,1,1,
fulfil,0,1,0,0,0,0,0,0,0,0,
ingratitude,0,0,1,0,1,0,1,1,0,0,
palmy,1,0,0,0,0,0,0,0,0,0,
crusts,0,0,1,0,0,0,0,0,0,0,
worthied,0,0,0,0,0,0,0,1,0,0,
gregory,0,0,0,1,0,1,0,0,0,0,
watchd,1,0,1,1,0,0,0,0,0,0,
waving,1,0,0,0,0,0,1,0,0,0,
noisome,0,0,0,0,0,0,1,0,0,0,
conspires,0,0,0,0,0,1,0,0,0,0,
constable,0,0,0,0,0,0,0,0,1,0,
brother”,0,0,0,0,1,0,0,0,0,0,
th’offender,0,0,0,0,0,0,0,1,0,0,
gentry,1,0,0,0,0,0,1,0,0,0,
admittance,0,0,0,0,0,0,0,0,1,0,
puffs,0,0,0,0,0,1,0,0,0,0,
dub,0,0,0,0,0,0,0,0,1,0,
fortify,0,0,0,0,0,0,0,0,1,0,
partlet,0,0,0,1,0,0,0,0,0,0,
due,1,1,0,1,0,0,0,1,1,1,
nourished,0,0,1,0,0,0,1,0,0,0,
bakd,1,0,0,0,0,0,0,0,0,0,
dug,0,0,0,0,0,1,0,0,0,0,
waking,0,1,0,0,0,1,0,1,0,0,
odds65,1,0,0,0,0,0,0,0,0,0,
dun,0,0,0,0,0,1,0,0,0,0,
invention,1,0,0,0,1,0,1,1,1,1,
taunt,0,1,0,0,1,0,0,0,0,0,
prickear’d,0,0,0,0,0,0,0,0,1,0,
dearth,0,1,1,0,1,0,1,1,0,0,
commit,0,1,1,0,1,0,1,1,0,0,
overwhelms,1,0,0,0,0,0,0,0,0,0,
wilfully,1,0,0,1,0,0,0,0,0,0,
trees,0,1,0,0,1,1,1,0,0,1,
meet’st,0,1,0,0,0,0,0,0,1,0,
‘silver,0,0,0,0,0,1,0,0,0,0,
hiding,1,0,0,0,0,0,0,0,0,0,
bank,1,0,0,1,0,0,0,0,0,0,
whining,0,0,0,0,0,1,0,1,0,0,
wellappointed,0,0,0,0,0,0,0,0,1,0,
flourished,1,0,0,0,0,0,0,0,0,0,
meaning,1,1,1,0,0,1,0,1,1,1,
eunuchs,0,0,0,0,1,0,0,0,0,0,
band,0,0,0,0,1,0,0,0,1,0,
smites,0,0,0,0,1,0,0,0,0,0,
10,1,0,1,1,0,0,0,0,0,0,
topp’d,0,0,0,0,0,0,0,0,0,1,
11,1,0,1,0,0,0,0,0,0,0,
12,0,0,1,0,0,0,0,0,0,0,
acknown,0,0,0,0,0,0,0,0,0,1,
13,1,0,1,0,1,0,0,0,0,0,
clysterpipes,0,0,0,0,0,0,0,0,0,1,
14,0,0,1,0,0,0,0,0,0,0,
singing,1,0,0,0,0,0,1,1,1,1,
15,0,0,1,0,0,0,0,0,0,0,
flourishes,1,0,0,0,0,1,0,0,0,0,
16,0,0,1,0,0,0,0,0,0,1,
17,0,0,1,0,0,0,1,0,0,0,
breaches,0,0,0,0,0,1,0,1,0,0,
18,0,0,1,0,0,0,0,0,0,0,
gentlewomen,0,1,0,0,1,1,0,0,1,0,
19,0,0,1,0,0,0,0,0,0,0,
entertaine,0,0,1,0,0,0,0,0,0,0,
allied,0,0,1,0,0,1,0,0,0,0,
entertaind,0,0,1,0,0,0,0,0,0,0,
coventry,0,0,0,1,0,0,0,0,0,0,
balm,0,1,0,0,1,0,0,1,1,0,
celerity,0,0,0,0,1,0,0,0,1,0,
malt,0,0,0,0,0,0,0,1,0,0,
highest,1,1,0,1,0,0,1,0,0,0,
chastely,0,0,0,0,0,0,1,0,0,0,
misbecome,0,0,0,0,0,0,0,0,1,0,
sober,1,0,0,0,1,0,0,0,0,0,
allies,0,1,0,1,0,0,0,0,0,0,
20,1,1,1,1,1,1,1,1,1,1,
male,0,0,0,0,0,0,1,0,1,0,
21,0,0,1,0,0,0,0,0,0,0,
22,0,0,1,0,0,0,0,0,0,0,
23,0,0,1,1,0,0,0,0,0,0,
spinster,0,0,0,0,0,0,0,0,0,1,
24,1,0,1,0,0,0,0,0,0,0,
worlds,1,0,0,1,0,0,0,0,0,0,
expel,1,0,0,0,0,0,1,0,1,0,
25,0,0,1,0,0,0,0,0,0,0,
groan’d,0,0,0,0,0,1,0,0,0,0,
26,0,0,1,0,0,0,0,0,0,0,
27,0,1,1,0,0,1,0,0,1,0,
28,0,0,1,0,0,0,0,0,0,0,
‘ah,0,0,0,0,0,1,0,0,0,0,
dash’d,0,0,0,0,0,0,0,0,1,1,
alderman,0,0,0,0,0,1,0,0,0,0,
wiping,0,0,0,0,0,0,1,0,0,0,
remember,1,1,1,1,1,1,1,1,1,1,
1a,1,1,1,1,1,1,1,1,1,1,
profane,1,0,0,0,0,1,1,0,0,1,
1b,1,1,1,1,1,1,1,1,1,1,
1c,1,1,1,1,1,1,1,1,1,1,
1d,1,1,1,1,1,1,1,1,1,1,
1e,1,1,1,1,1,1,1,1,1,1,
1f,1,1,1,1,1,1,1,1,1,1,
scions,0,0,0,0,0,0,0,0,1,0,
examined,1,0,0,0,0,0,0,0,0,0,
relationship,1,0,0,0,0,0,0,0,0,0,
30,1,1,1,1,1,1,1,1,1,1,
31,0,0,1,1,0,0,0,0,0,0,
cesternd,0,0,1,0,0,0,0,0,0,0,
32,0,0,1,0,0,0,0,0,0,0,
tardygaited,0,0,0,0,0,0,0,0,1,0,
33,0,0,1,0,0,0,0,0,0,0,
34,0,0,1,0,0,0,0,0,0,0,
twinkle,0,0,0,0,0,1,0,0,0,0,
35,0,0,1,0,0,0,0,0,0,0,
fort41what,1,0,0,0,0,0,0,0,0,0,
36,0,0,1,0,0,0,0,0,0,0,
expression,1,0,0,0,0,0,0,0,0,0,
star,1,1,1,0,1,0,0,1,1,0,
childhood,0,0,0,0,0,1,0,1,0,0,
lady—prithee,0,0,0,0,0,0,1,0,0,0,
37,1,0,1,0,0,0,0,0,0,0,
boggler,0,0,0,0,1,0,0,0,0,0,
38,0,0,1,0,0,0,0,0,0,0,
39,0,0,1,0,0,0,0,0,0,0,
mans,1,0,1,1,0,0,0,0,1,0,
bans,0,0,0,0,0,0,0,1,0,0,
many,1,1,1,1,1,1,1,1,1,1,
stay,1,1,1,1,1,1,1,1,1,1,
releases,0,0,0,1,0,0,0,0,0,0,
puissant,0,1,0,0,0,0,0,1,1,0,
dedicate,0,0,0,0,0,1,0,0,1,0,
stag,1,0,0,0,1,0,0,0,0,0,
puff’d,0,0,0,0,0,0,0,0,0,1,
chanc’d,0,0,0,0,0,0,0,1,1,0,
stab,0,1,0,1,0,0,0,0,1,1,
swifter,0,0,0,0,1,1,1,0,0,0,
impart,1,1,0,0,0,0,0,0,0,0,
inspire,0,1,0,0,0,0,0,0,0,0,
mane,1,0,0,0,0,0,0,0,0,0,
unbated43,1,0,0,0,0,0,0,0,0,0,
affordeth,0,0,0,0,0,0,0,0,0,1,
progress,0,0,0,1,0,1,0,0,0,0,
respected,0,0,0,0,0,0,1,0,0,0,
40,0,0,1,0,0,0,0,0,0,0,
41,0,0,1,0,0,0,0,0,0,0,
42,0,0,1,0,0,0,0,0,0,0,
seeks,1,0,1,0,1,1,1,1,0,0,
seem’st,0,0,0,0,0,1,0,0,0,0,
43,0,0,1,0,0,0,0,0,0,0,
44,0,0,1,0,0,0,0,0,0,0,
45,0,0,1,0,0,0,0,0,0,0,
46,0,0,1,0,0,0,0,0,0,0,
becomings,0,0,0,0,1,0,0,0,0,0,
starving,0,0,0,1,0,0,0,0,0,0,
47,0,0,1,0,0,0,0,0,0,0,
48,0,0,1,0,0,0,0,0,0,0,
courtesies,0,0,0,0,1,0,0,0,0,0,
49,0,0,1,0,0,0,0,0,0,0,
wholly,1,0,0,0,1,0,0,0,0,0,
numbers,1,0,1,0,1,1,1,0,1,0,
affectation,1,0,0,0,0,0,0,0,0,0,
tread,1,1,0,1,1,1,1,1,1,0,
confederates,0,1,0,0,0,0,0,0,0,0,
barn,0,0,0,1,0,0,0,0,0,0,
bark,1,1,0,0,0,1,0,1,0,1,
alwaysthat,0,0,1,0,0,0,0,0,0,0,
musty98,1,0,0,0,0,0,0,0,0,0,
bodkins,1,0,0,0,0,0,0,0,0,0,
50,1,1,1,1,1,1,1,1,1,1,
bare,1,0,1,1,0,1,1,1,0,1,
51,0,0,1,0,0,0,0,0,0,0,
“accursed,0,1,0,0,0,0,0,0,0,0,
52,0,0,1,0,0,0,0,0,0,0,
53,0,0,1,0,0,0,0,0,0,0,
bard,0,1,0,1,0,0,0,0,0,0,
captain’s,0,0,0,0,1,0,0,0,0,1,
54,0,0,1,0,0,0,0,0,0,0,
tinctare,1,0,0,0,0,0,0,0,0,0,
55,0,0,1,0,0,0,0,0,0,0,
56,0,0,1,0,0,0,0,0,0,0,
57,0,0,1,0,0,0,0,0,0,0,
58,0,0,1,0,0,0,0,0,0,0,
deputing,0,0,0,0,0,0,0,0,0,1,
maps,0,0,0,0,0,0,0,0,1,0,
newdelivered,0,1,0,0,0,0,0,0,0,0,
seeds,0,0,0,0,0,1,0,0,0,0,
sealed,1,1,0,1,1,0,0,0,0,0,
knobs,0,0,0,0,0,0,0,0,1,0,
warwick,0,1,0,0,0,0,0,0,1,0,
gentlewoman,1,0,1,1,0,1,1,1,1,1,
’twould,0,0,0,0,1,1,1,1,1,1,
modification,1,1,1,1,1,1,1,1,1,1,
seamonster,0,0,0,0,0,0,0,1,0,0,
needer,0,0,0,0,0,0,1,0,0,0,
plumtree,1,0,0,0,0,0,0,0,0,0,
betossed,0,0,0,0,0,1,0,0,0,0,
tragedian,0,1,0,0,0,0,0,0,0,0,
sergeant,1,0,0,0,0,0,0,0,0,0,
84116,1,1,1,1,1,1,1,1,1,1,
smoothedfaced,0,1,0,0,0,0,0,0,0,0,
carnal,0,1,0,0,0,0,0,0,0,1,
60,1,1,1,1,1,1,1,1,1,1,
63,0,0,1,0,0,0,0,0,0,0,
prisonnier,0,0,0,0,0,0,0,0,1,0,
exasperates,0,0,0,0,0,0,0,1,0,0,
64,0,0,1,0,0,0,0,0,0,0,
smiths,1,0,0,0,0,0,0,0,0,0,
farewell,1,1,1,1,1,1,1,1,1,1,
65,0,0,1,0,0,0,0,0,0,0,
66,0,0,1,0,0,0,0,0,0,0,
unceremonious,1,0,0,0,0,0,0,0,0,0,
childed,0,0,0,0,0,0,0,1,0,0,
67,0,0,1,0,0,0,0,0,0,0,
68,0,0,1,0,0,0,0,0,0,0,
knock,1,0,0,0,0,1,1,0,1,1,
69,0,0,1,0,0,0,0,0,0,0,
allide,0,0,1,0,0,0,0,0,0,0,
tybalt,0,0,0,0,0,1,0,0,0,0,
carbonado,0,0,0,1,0,0,1,1,0,0,
mast,0,1,0,0,0,0,0,0,0,0,
needed,0,0,0,0,0,0,0,1,0,0,
mass,1,0,0,1,0,1,0,0,1,1,
rebelled,0,0,0,0,0,0,1,0,0,0,
impawn,0,0,0,0,0,0,0,0,1,0,
speed,1,1,1,1,1,1,1,1,1,1,
unseminared,0,0,0,0,1,0,0,0,0,0,
bats,0,0,0,0,0,0,1,0,0,0,
apple,0,0,0,1,0,0,0,1,0,0,
